Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
18/05/13 ,0.022979,0.0232694,0.0237582,0.0239669,0.0235098,0.0273718,0.149876,1.21454,3.82661,6.72914,9.46311,10.5473,11.2797,11.6721,11.4112,10.6131,9.22958,7.35651,4.51897,0.808644,0.0534841,0.0237477,0.0229282,0.0228025
19/05/13 ,0.023177,0.0235394,0.0227892,0.023123,0.0233226,0.023732,0.175833,1.06798,2.76844,5.76323,8.56428,10.8791,10.56,6.54071,6.70041,9.76831,10.1939,8.11551,5.24413,1.41514,0.0567742,0.0242387,0.0242052,0.0239146
20/05/13 ,0.023825,0.0223418,0.0252193,0.0224995,0.0246507,0.0225678,0.662203,3.5756,6.78768,9.16468,10.701,11.7564,12.3287,12.4356,12.074,11.2941,9.96641,7.93408,5.1829,1.43888,0.0575689,0.0226426,0.0235422,0.0232593
21/05/13 ,0.0229407,0.0220468,0.0223832,0.0227514,0.0224419,0.0227737,0.746863,3.66479,6.81536,9.12985,10.691,11.5517,12.2159,12.0442,11.6046,11.1113,9.74146,7.44906,4.28864,0.935572,0.0650778,0.0228923,0.0228846,0.0228395
22/05/13 ,0.0226729,0.0229561,0.0217655,0.0238007,0.0224614,0.0263524,0.520733,3.30574,6.54003,8.58491,9.593,10.669,8.37948,10.5761,10.7344,8.5801,8.94212,6.72161,4.47718,1.24009,0.0524345,0.0231529,0.0225139,0.0235272
23/05/13 ,0.0245509,0.0234274,0.0243732,0.0229386,0.0231452,0.0231607,0.247228,2.31965,4.14853,6.54065,6.15715,7.14706,6.5009,6.93985,7.70763,3.61323,5.29933,4.45527,3.00975,0.493331,0.0478577,0.0236982,0.0232226,0.0220106
24/05/13 ,0.0232063,0.02315,0.0232854,0.0227983,0.022891,0.0244855,0.167895,1.03014,3.20148,5.85962,9.13793,12.136,12.1021,12.417,12.3966,11.6206,10.2784,8.04885,5.33513,1.63626,0.0676692,0.0225121,0.0241166,0.0233683
25/05/13 ,0.0233782,0.0231497,0.0226143,0.0226404,0.0220687,0.0236406,0.66616,3.34641,6.41754,8.88561,10.9756,11.7072,12.5023,12.7047,12.3128,10.2,9.04656,7.62236,5.64112,1.88757,0.0804413,0.0226001,0.0232206,0.0233384
26/05/13 ,0.0226936,0.0237377,0.0224236,0.023542,0.0231551,0.0228071,0.870147,3.94575,7.06066,9.30734,10.8338,11.8486,12.3257,12.381,12.1116,11.2966,10.0061,8.07406,5.49942,1.82596,0.0821172,0.0232892,0.0237788,0.0236671
27/05/13 ,0.0242131,0.0248187,0.0232875,0.0227298,0.0229853,0.0254467,0.859749,3.74949,6.78731,9.06981,11.6365,12.8739,13.4499,13.5102,12.9502,11.0322,9.20584,8.58876,5.75696,1.88844,0.0846466,0.0255804,0.025748,0.0259533
28/05/13 ,0.0258006,0.0263019,0.0268369,0.0264047,0.0259065,0.0251214,1.00887,4.37746,5.75782,5.75782,5.75782,5.75782,5.75782,9.71001,12.0128,8.06795,4.68028,2.98525,1.44227,0.47975,0.0545976,0.026605,0.0248702,0.0263023
29/05/13 ,0.0260387,0.0264909,0.024601,0.0254525,0.0249181,0.0260565,0.289939,1.64335,4.38954,7.35818,10.9234,12.3344,12.9562,13.0736,12.8513,11.8153,9.65871,6.85841,3.48838,0.912184,0.0726668,0.0270754,0.0262331,0.0268444
30/05/13 ,0.0257393,0.0213172,0.0193614,0.0274202,0.0262409,0.0270004,0.326108,2.62766,6.22408,9.05975,11.0333,12.0373,12.5972,13.1196,12.7427,11.8818,10.3401,7.98468,4.92456,1.47531,0.0860439,0.0252982,0.0256355,0.0264188
31/05/13 ,0.0258763,0.0254828,0.0254181,0.0261483,0.0251566,0.025786,0.690339,3.55078,6.82483,9.32917,11.1276,12.2997,12.9034,13.0386,12.731,12.0451,10.8216,8.71104,5.87194,2.20384,0.128058,0.0318889,0.0349092,0.0337351
01/06/13 ,0.0344074,0.0343141,0.0342574,0.03449,0.0345994,0.0346536,0.907349,4.01718,7.61373,10.0489,11.5821,12.5384,13.0999,12.1328,8.6337,5.46409,5.84032,5.03223,2.7891,0.835346,0.0806994,0.0352191,0.0356328,0.0346673
02/06/13 ,0.0374343,0.0348609,0.0343237,0.035628,0.0361734,0.0394982,0.0838222,0.702414,1.82293,4.12121,9.40008,11.326,11.3222,12.7808,12.854,12.1119,10.1003,8.24432,5.57669,2.04866,0.140854,0.0375951,0.0363176,0.0346979
03/06/13 ,0.03367,0.0343221,0.0350675,0.034104,0.0338981,0.0394176,1.04704,4.53097,7.57249,9.78119,11.9719,13.1839,13.8474,13.8599,13.4634,12.6346,11.2042,9.11989,6.33819,2.44724,0.154764,0.0342004,0.034391,0.0337983
04/06/13 ,0.0349142,0.0350914,0.0330156,0.0341178,0.0350465,0.0353643,0.986148,4.34859,7.79238,10.1475,11.9883,13.149,13.7297,13.6026,13.3149,12.5106,11.1163,9.22989,6.13872,1.86967,0.078478,0.0563332,0.0340126,0.0339367
05/06/13 ,0.0343487,0.0344241,0.034152,0.034115,0.0342478,0.0212417,0.7622,3.2192,6.1043,9.52272,11.4409,12.3915,12.6782,13.3057,12.8673,11.8355,10.4134,8.34538,5.53131,1.97125,0.109282,0.0341855,0.0334124,0.0333725
06/06/13 ,0.0341034,0.0341293,0.0335463,0.0349138,0.0330036,0.0300658,0.964084,4.2708,7.3559,9.71389,11.3955,12.5241,13.1428,13.1255,12.6791,11.8932,8.92295,8.04386,5.92107,2.06194,0.140579,0.0341407,0.0340499,0.034311
07/06/13 ,0.0335316,0.0339093,0.0338468,0.0326614,0.0333505,0.0376267,0.283232,1.32494,2.50516,5.53696,7.51431,10.9041,11.1641,6.30826,4.97079,5.79581,5.96673,7.15405,4.30864,1.55851,0.102837,0.0410998,0.0348039,0.033796
08/06/13 ,0.0336961,0.0334702,0.0338544,0.0344596,0.0337517,0.0356104,0.462279,2.85235,5.82201,8.80355,9.94154,11.1563,11.9231,11.8442,12.0601,11.324,9.85943,7.72861,4.99968,1.65752,0.114785,0.0318929,0.0224349,0.00138922
09/06/13 ,0.0076222,0.0146605,0.018146,0.0179628,0.0182658,0.0228026,0.581408,2.87611,6.19555,9.20634,11.4721,12.7251,13.2455,13.372,13.0362,12.2327,10.89,8.80947,6.22956,2.40348,0.156231,0.0319628,0.0320623,0.0304938
10/06/13 ,0.0322196,0.0325667,0.0332757,0.0330478,0.0329585,0.0362712,1.06138,4.3536,7.56436,10.0544,11.7367,12.81,13.3948,13.4135,13.0567,12.2732,10.9319,8.93135,6.29823,2.50844,0.162648,0.0305638,0.0312135,0.0312817
11/06/13 ,0.0314994,0.0323667,0.031185,0.0306301,0.0315426,0.0373178,0.768766,3.73615,6.78598,8.92128,10.9042,12.1048,12.7387,12.8427,12.1415,11.4258,9.97929,8.39374,6.00412,2.3252,0.154124,0.0283624,0.0309479,0.0318418
12/06/13 ,0.0315717,0.0313674,0.0325389,0.0314083,0.0314997,0.0478955,0.573631,3.17248,4.50517,7.119,7.89687,9.53028,10.1693,9.87433,10.4341,9.95865,8.67914,5.96272,3.26029,1.16183,0.0977947,0.0308328,0.0322389,0.0316054
13/06/13 ,0.0322997,0.0315858,0.0322421,0.0315864,0.0322355,0.0371818,0.673373,3.52202,6.60772,9.39854,9.40195,9.19161,10.7477,8.7121,9.08943,8.82536,9.57535,8.74003,6.3266,2.43495,0.167731,0.0326077,0.0325531,0.0324012
14/06/13 ,0.0301222,0.0323261,0.0324248,0.0316642,0.0314713,0.0332681,0.77418,3.43544,6.46846,7.47657,9.06548,8.42624,8.12629,7.03104,9.36603,9.81623,8.21795,7.94718,5.8829,2.4691,0.166176,0.0323618,0.0327436,0.0328903
15/06/13 ,0.0330983,0.0334496,0.0338806,0.0335814,0.0336545,0.0367374,0.812446,3.64385,6.56309,9.16205,11.1018,12.5694,12.482,13.1718,12.5181,12.1241,10.815,8.68138,5.87574,2.20606,0.16069,0.0343324,0.0334868,0.0332145
16/06/13 ,0.0332619,0.0332631,0.0326655,0.0331625,0.0335823,0.0360728,0.854388,4.06467,7.46485,9.90971,11.6286,12.7156,13.2894,13.3368,13.0316,12.2511,10.8565,8.82787,6.15066,2.39777,0.174979,0.0336845,0.0331799,0.0336608
17/06/13 ,0.0337464,0.0337774,0.0335073,0.0333196,0.033298,0.0360421,0.990337,4.1696,7.4622,9.95131,11.5959,12.6238,13.1455,13.226,12.8115,12.0255,10.614,8.59079,5.86915,2.19019,0.166752,0.0327887,0.033221,0.0327933
18/06/13 ,0.0331629,0.0333872,0.0329696,0.0335917,0.0328858,0.0358873,1.07493,4.28868,7.36366,9.84263,11.5394,12.4871,12.9124,12.7696,12.1373,11.4245,10.176,8.0797,5.63542,2.32056,0.167597,0.0342196,0.0331001,0.0332129
19/06/13 ,0.0327438,0.0321911,0.03283,0.0341173,0.0332467,0.0342222,0.854638,3.91954,6.95669,9.33763,10.7271,12.19,12.7182,12.8125,12.5794,11.9135,10.6219,8.60546,6.00788,2.35533,0.1837,0.0337077,0.0328608,0.0330998
20/06/13 ,0.0336852,0.0347247,0.0333891,0.030764,0.033458,0.0342472,0.905701,4.03217,7.21395,9.56851,7.81645,12.2659,12.5437,12.9663,12.6484,11.9041,10.5695,8.57851,5.91767,2.33231,0.175211,0.0342444,0.0343018,0.0338431
21/06/13 ,0.0347584,0.0330454,0.0334797,0.0326544,0.0339676,0.0390481,0.747369,2.90453,6.79918,9.3817,11.0701,12.1456,12.7382,12.3331,12.6719,11.9406,10.6024,8.6758,5.94982,2.31604,0.181082,0.035067,0.0335084,0.033651
22/06/13 ,0.034301,0.0335446,0.0329582,0.0339896,0.033168,0.0343466,0.878922,4.07331,7.17986,9.6161,11.2502,12.3783,12.9684,13.1111,12.8236,10.791,9.14848,7.21789,4.7444,1.87216,0.143584,0.0188334,0.0195572,0.0200232
23/06/13 ,0.0196276,0.0208557,0.018929,0.0205409,0.0201133,0.0239274,0.866814,4.06774,7.22452,9.60279,11.2677,12.3385,12.7053,13.0119,12.6447,12.1001,10.8037,8.86468,6.21544,2.50723,0.19412,0.0334892,0.0338817,0.0326533
24/06/13 ,0.0339695,0.0340596,0.0330544,0.0337516,0.0334743,0.0373715,0.918282,4.16249,7.33666,9.77723,11.4135,12.5727,13.0565,13.1856,12.9249,12.2281,11.0153,9.17665,6.58531,2.8125,0.223685,0.0345416,0.0336004,0.0328829
25/06/13 ,0.033764,0.0341686,0.0335308,0.0338922,0.0340131,0.0361716,0.919557,4.21859,7.61967,10.0411,11.6704,12.7259,13.233,13.307,12.9991,12.2159,10.8881,8.28972,5.75116,2.31362,0.156615,0.0338561,0.0335569,0.0338826
26/06/13 ,0.0326934,0.0337351,0.0334519,0.0332632,0.0335842,0.0351993,0.753808,3.25342,5.29969,7.23844,8.52228,9.3654,9.82364,11.2364,12.6582,11.9693,10.6255,8.65086,6.00395,2.33827,0.17389,0.0334788,0.0319027,0.0334165
27/06/13 ,0.0320978,0.0350329,0.032951,0.0425836,0.0433761,0.0450015,0.866075,4.46014,7.78435,9.92796,11.3117,12.3794,12.8317,11.5521,12.7677,12.2322,11.2552,9.52093,6.6465,2.79944,0.220048,0.0364424,0.0374144,0.0378903
28/06/13 ,0.0381708,0.0355784,0.0377159,0.037779,0.0371546,0.0376086,0.984258,4.62695,7.9199,10.3703,11.9467,12.9734,12.6808,12.5517,12.0926,12.4062,10.9404,9.12001,6.31663,2.22082,0.131611,0.0353575,0.0361614,0.0353043
29/06/13 ,0.036276,0.0363376,0.0370161,0.0346616,0.0361931,0.0347982,0.697124,3.11153,6.30433,9.71162,11.66,12.8329,13.4424,13.5724,13.1904,12.5289,11.1562,9.08025,6.29724,2.45298,0.167976,0.0335321,0.0335428,0.0331869
30/06/13 ,0.0333886,0.0327909,0.0331787,0.0321342,0.0327206,0.0334439,0.653701,3.36016,7.1263,9.98059,11.7008,12.733,13.3273,13.4567,12.7304,11.505,11.171,8.96872,6.36462,2.74547,0.205191,0.0343685,0.0341924,0.034274
01/07/13 ,0.0345952,0.0341612,0.0343236,0.0354192,0.0350338,0.0350538,0.879822,3.93719,7.58204,10.2396,11.9263,13.1627,13.7461,13.8363,13.5221,12.7523,11.4198,9.28116,6.64316,2.73367,0.209578,0.0351739,0.0345988,0.0346257
02/07/13 ,0.0346846,0.0350288,0.0338298,0.034054,0.0347047,0.0358932,0.882247,4.1676,7.6826,10.2107,11.8788,12.9871,13.5153,13.4707,13.1324,12.3762,11.0995,9.12651,6.36934,2.67554,0.210592,0.0363402,0.0328604,0.0340341
03/07/13 ,0.0347035,0.0357594,0.0332951,0.0345646,0.0339492,0.0349231,0.841213,4.01291,6.92268,8.65588,11.3652,12.4085,13.0316,13.1757,12.9374,12.2174,10.9141,8.98828,6.39479,2.68174,0.211263,0.0352974,0.0349398,0.0348802
04/07/13 ,0.0350407,0.0349446,0.0347458,0.0351282,0.0274392,0.0221999,0.769921,3.92123,7.23689,9.68175,11.531,12.5758,13.168,13.2491,12.96,12.2158,10.9186,9.04613,6.48444,2.78353,0.21306,0.0458041,0.0357023,0.0343431
05/07/13 ,0.0348496,0.0375269,0.0345693,0.0337382,0.0346477,0.0344022,0.782948,3.99871,7.09246,9.56649,11.6648,12.7278,13.3766,13.532,13.2501,12.5316,11.2027,9.21846,6.57097,2.76246,0.210276,0.0347875,0.0337738,0.0343381
06/07/13 ,0.0342521,0.034111,0.0340935,0.0347199,0.0345843,0.0330346,0.651137,3.83987,7.30371,9.86031,11.5836,12.6573,13.2735,13.3323,13.0497,12.2815,10.9237,8.89816,6.23099,2.47154,0.179524,0.0354537,0.0339816,0.0347878
07/07/13 ,0.0340202,0.0338099,0.0341648,0.0341135,0.033772,0.0342577,0.522491,3.45329,6.6129,9.33924,11.2119,12.3663,12.9721,13.1634,12.9065,12.1326,10.8352,8.86529,6.04816,2.29147,0.166785,0.0342407,0.0340955,0.033443
08/07/13 ,0.0341119,0.034354,0.0341252,0.0342475,0.0336823,0.0332202,0.503607,3.34119,6.85732,9.48996,11.0735,12.1013,12.7876,12.7843,12.8355,12.107,10.7877,8.83678,6.08948,2.38424,0.175913,0.0349367,0.0339814,0.0342885
09/07/13 ,0.0345389,0.0347009,0.0338368,0.0343218,0.0341668,0.0351176,0.557923,3.46573,6.84774,9.33952,11.0852,12.2315,12.86,12.9961,12.6807,11.9378,10.6067,8.62395,5.94297,2.25797,0.166981,0.034985,0.0346181,0.0340036
10/07/13 ,0.0343331,0.0348464,0.0335565,0.034664,0.0345315,0.0341172,0.503685,3.31377,6.73729,9.04456,10.6824,12.1463,12.8755,13.041,12.8537,12.1237,10.7918,8.76774,5.99511,2.26593,0.164106,0.0333206,0.0340143,0.0332038
11/07/13 ,0.03291,0.0337606,0.0340855,0.0333808,0.0340723,0.0334865,0.460076,3.16197,6.70764,9.35715,11.2086,12.4642,13.1195,13.2907,13.0011,12.2589,10.9087,8.8885,5.89838,2.17263,0.152838,0.0336144,0.0341789,0.0349189
12/07/13 ,0.0336669,0.0335043,0.0338364,0.0336943,0.0332405,0.0340522,0.533163,3.47837,6.34959,9.13731,11.2444,12.5574,13.2402,13.4046,13.0272,12.1037,10.5275,8.14772,5.34524,1.95405,0.153246,0.0331343,0.0322547,0.0326736
13/07/13 ,0.0328538,0.038204,0.0330815,0.0328959,0.0327775,0.0326595,0.383699,2.24041,5.58974,9.24293,11.2533,12.5283,12.3618,11.7118,11.3542,10.4749,8.93396,6.62542,4.06097,1.53382,0.11807,0.0201392,0.0201435,0.0204763
14/07/13 ,0.0201607,0.0200472,0.020175,0.019701,0.0202797,0.0197623,0.339269,2.41182,5.7126,8.63879,10.5819,11.8405,12.5256,12.632,12.2272,11.3924,9.91109,7.62362,4.89538,1.77717,0.14386,0.0331164,0.0336293,0.0334742
15/07/13 ,0.0331347,0.0330296,0.0339168,0.0336739,0.0329518,0.0339353,0.368387,2.52719,5.8183,6.90831,10.1551,11.809,12.4343,12.5854,12.306,11.2579,9.89778,7.51309,4.86383,1.76004,0.146732,0.0328181,0.0331688,0.0332692
16/07/13 ,0.0334052,0.032636,0.0328224,0.0334696,0.0331953,0.0321915,0.352583,2.59645,5.97836,8.76666,10.9309,12.1842,12.8853,13.0409,12.6831,9.62117,10.2489,7.95799,5.07593,1.79456,0.136962,0.0340149,0.033378,0.0329845
17/07/13 ,0.0335481,0.0325822,0.0331571,0.033398,0.0335641,0.0322759,0.284139,2.08052,5.19289,8.022,10.0352,11.0826,12.3267,12.5713,12.2867,11.6025,10.1958,7.55243,4.89917,1.7113,0.128831,0.037236,0.0369519,0.0365737
18/07/13 ,0.0370331,0.0351848,0.0332482,0.033743,0.0325632,0.0328248,0.292634,2.28004,5.70561,8.67714,10.6059,11.9204,12.6443,12.7795,12.4761,11.4085,10.0187,7.70262,4.70985,1.56887,0.155223,0.0337554,0.0325681,0.0333113
19/07/13 ,0.032884,0.0324932,0.0319451,0.0324883,0.0329399,0.0325445,0.334614,2.53948,5.93538,8.82452,10.802,10.8203,11.1847,11.2992,11.2801,11.9747,10.5199,8.32958,5.49389,1.92966,0.134282,0.028903,0.0291363,0.0282175
20/07/13 ,0.0313818,0.0303993,0.0351355,0.0335159,0.0307707,0.0304384,0.249107,2.34236,5.50147,8.47065,10.4865,11.8879,12.0631,12.996,10.8421,10.2812,8.8891,7.20415,5.54416,1.86796,0.115215,0.0282234,0.0283343,0.0277543
21/07/13 ,0.028447,0.0272979,0.0282963,0.0287629,0.0282102,0.0286395,0.274674,2.50019,5.95735,8.9066,10.8389,12.0266,12.7351,12.8677,12.5466,11.8337,10.4094,8.2183,5.40094,1.89919,0.132166,0.0285653,0.0279294,0.0281316
22/07/13 ,0.029055,0.0291678,0.0283948,0.0277647,0.0282303,0.0277396,0.292547,2.44078,5.94367,8.7642,10.5966,11.8966,12.4628,12.5802,12.2448,11.3569,9.83209,7.59646,4.82281,1.57544,0.103692,0.024711,0.0248687,0.0248888
23/07/13 ,0.0255322,0.0259891,0.0255549,0.0251391,0.0255822,0.0250556,0.263473,2.36895,5.83,8.73838,10.704,12.0841,12.8382,13.0123,12.6016,11.7303,10.2185,7.95981,5.12177,1.76964,0.114238,0.0251921,0.0250493,0.0255485
24/07/13 ,0.025783,0.0242246,0.0241847,0.0248401,0.0253526,0.0249379,0.26404,2.40593,5.82164,8.70908,10.6203,11.9889,12.7137,12.8516,12.5494,11.6229,10.132,7.8861,5.01993,1.69224,0.102802,0.0258262,0.0259152,0.0257968
25/07/13 ,0.0251891,0.025084,0.0258774,0.0255847,0.0253225,0.0249273,0.277794,2.47747,5.95707,8.90425,10.9763,12.2705,12.8982,12.655,12.9169,12.2294,10.737,8.41172,5.65346,2.21552,0.108077,0.0260528,0.0255683,0.025962
26/07/13 ,0.0250095,0.0250021,0.0256585,0.0257879,0.0258187,0.0251257,0.393979,3.23052,6.80294,8.85272,11.0983,12.2357,10.6744,13.0591,12.9089,12.2476,10.8546,8.87568,6.06392,2.05282,0.0961175,0.0247734,0.0256298,0.0257466
27/07/13 ,0.0253873,0.0253092,0.0256299,0.0253778,0.0180786,0.0125287,0.426656,3.34031,7.10415,9.73813,11.4665,12.6212,13.3199,13.447,13.0678,12.2519,10.7589,8.63186,5.46978,1.89737,0.084816,0.0251555,0.0255088,0.0247805
28/07/13 ,0.0251346,0.0258499,0.0248388,0.0241648,0.0245781,0.0250385,0.304175,2.99752,6.79359,9.47636,11.304,12.3551,13.0148,13.14,12.8171,12.048,10.484,8.42453,5.84257,2.06052,0.0899563,0.0254567,0.0250578,0.0249
29/07/13 ,0.0245948,0.0260216,0.0252771,0.0239115,0.0245102,0.0242639,0.347211,3.1701,6.75067,9.33416,11.0724,11.9909,12.8263,12.9886,12.7339,11.9762,10.6599,8.68418,5.84777,1.92928,0.0698765,0.0252841,0.0183514,0.0125474
30/07/13 ,0.0120589,0.0124749,0.0123308,0.012068,0.0121512,0.0115739,0.332233,3.12134,6.78143,9.36681,11.178,12.3789,13.0314,13.1051,12.8378,12.2012,10.9054,8.69042,5.80004,1.86672,0.0782507,0.025625,0.025305,0.0249084
31/07/13 ,0.0252622,0.0271908,0.0241346,0.024424,0.0252256,0.0238406,0.272248,2.8183,6.48033,9.09826,10.8554,11.9971,12.6271,12.7735,12.5267,11.7032,10.2121,8.24451,5.42596,1.64423,0.0719306,0.0250091,0.0254161,0.0260181
01/08/13 ,0.0249352,0.0246874,0.0253695,0.0252883,0.0251551,0.0244936,0.245402,2.58373,6.09808,8.79006,10.533,11.7114,12.4539,12.7054,12.4419,11.7009,9.05166,7.21899,4.75992,1.73261,0.0689022,0.0257486,0.0247024,0.025702
02/08/13 ,0.0255551,0.0248565,0.0260283,0.0257053,0.0255655,0.0250823,0.232982,2.71042,6.27302,8.90704,10.6744,11.8426,12.5155,12.6424,12.4139,10.4267,8.92626,6.99184,4.36045,1.53301,0.0642849,0.025658,0.0259724,0.0256169
03/08/13 ,0.0245834,0.025026,0.0260941,0.0248684,0.0249184,0.0255342,0.159998,2.3199,5.88929,8.65415,10.6196,11.8298,12.4436,12.5968,12.2513,11.4303,10.1665,7.96955,5.01741,1.35527,0.0599525,0.0252746,0.0262767,0.0250918
04/08/13 ,0.0254229,0.0253959,0.0254836,0.025574,0.0253164,0.0252469,0.192822,2.56174,6.19906,8.89094,10.7369,11.919,12.6054,12.6767,12.4578,11.7202,10.4066,8.35443,5.38852,1.58646,0.0609481,0.0257452,0.0258009,0.0248041
05/08/13 ,0.0255892,0.02388,0.0248101,0.0248754,0.0240093,0.0249332,0.297967,3.05031,6.72475,8.01796,9.57385,10.6343,11.2312,11.3184,12.1626,11.7028,10.5731,8.67696,5.70419,1.72236,0.0601825,0.0255193,0.0258047,0.0257381
06/08/13 ,0.0263811,0.0253324,0.0251632,0.02555,0.0257403,0.024491,0.229875,2.92712,6.73992,9.37488,11.1044,12.288,12.8903,13.0246,12.7397,12.0003,10.6396,8.62334,5.67239,1.63202,0.0627277,0.0234232,0.0252736,0.0250217
07/08/13 ,0.0248646,0.0279142,0.0250141,0.02542,0.0252809,0.0247223,0.231631,2.93733,6.71573,9.39481,11.1582,12.284,12.8703,13.0424,12.7176,11.9551,10.4334,8.29594,5.38522,1.52691,0.0553485,0.0251239,0.0256722,0.0248642
08/08/13 ,0.0251341,0.0247747,0.025324,0.0247991,0.0250262,0.0269288,0.183323,2.62634,6.21604,8.9419,10.7976,11.9431,12.5885,12.6988,12.4157,11.6625,10.2389,8.08943,5.12343,1.34178,0.0562454,0.0249551,0.0259536,0.0249936
09/08/13 ,0.0253721,0.0244988,0.0248149,0.0254896,0.0248692,0.0257359,0.187738,2.67673,6.48516,9.26292,11.0619,12.2667,12.8798,12.9819,12.6031,11.8002,10.5131,8.43324,5.22596,1.35302,0.0505739,0.0245238,0.0239017,0.0227614
10/08/13 ,0.0238775,0.0242018,0.0237564,0.0235306,0.024366,0.0234852,0.163976,2.55957,6.35808,9.13672,10.8998,12.0711,12.7258,12.8741,12.5391,11.803,10.407,8.37315,5.28553,1.31539,0.0494267,0.0228116,0.0241595,0.0230648
11/08/13 ,0.0234703,0.0231538,0.0219988,0.0230086,0.0220047,0.0224799,0.156015,2.47348,6.27533,9.2115,11.0269,12.2564,12.9019,13.003,12.6821,11.8084,9.97574,8.02886,4.81997,1.17487,0.0483373,0.0233219,0.0213553,0.0226372
12/08/13 ,0.0225113,0.0236075,0.0243947,0.0228318,0.0224358,0.022475,0.104901,2.02915,5.65611,8.58404,10.5191,11.7648,12.5301,12.6345,12.2713,11.5013,10.0523,7.67939,4.67575,1.05884,0.0484758,0.0239361,0.0233019,0.024706
13/08/13 ,0.022337,0.0229891,0.0226957,0.0220118,0.0222483,0.0224161,0.101347,2.10936,5.87835,8.79429,10.663,11.8365,12.4225,12.5979,12.2489,11.441,9.99421,7.66459,4.64665,1.02199,0.0467798,0.0247435,0.0240972,0.0238626
14/08/13 ,0.0225202,0.0248617,0.0230926,0.0220637,0.022362,0.0226307,0.103642,2.07032,5.80435,8.73962,10.6639,11.8381,12.4984,12.6495,12.4157,11.4666,9.95173,7.73312,4.51442,0.964243,0.0469928,0.0241052,0.023236,0.0238547
15/08/13 ,0.0230516,0.0235795,0.0235635,0.0227703,0.0231007,0.0230789,0.0877652,1.9065,5.63217,8.64194,10.5224,11.745,12.4037,12.5556,12.3051,11.4824,9.99068,7.82143,4.57585,0.934358,0.0484702,0.023948,0.0234518,0.024047
16/08/13 ,0.0237069,0.0246369,0.0235974,0.0233259,0.0241178,0.0236281,0.0914501,1.94773,5.76623,8.80834,10.8524,12.1511,12.7845,12.8853,12.5448,11.7775,10.3466,8.10972,4.80072,1.00624,0.0492157,0.0239472,0.024589,0.0235489
17/08/13 ,0.0233896,0.023691,0.0237212,0.0237434,0.0237743,0.0241522,0.0875343,1.90492,5.79707,9.09972,11.0374,12.2488,12.8721,12.9964,12.5503,11.8091,10.2004,7.905,4.3824,0.739802,0.0452676,0.023919,0.0241664,0.024093
18/08/13 ,0.0238996,0.0242604,0.0238321,0.0243613,0.0234481,0.0231749,0.0748272,1.71746,5.5428,8.48612,10.4612,11.7632,12.5625,12.7378,12.473,11.6333,10.2052,8.03063,4.64583,0.844508,0.0465998,0.0237134,0.0242548,0.0238365
19/08/13 ,0.0241336,0.0237052,0.0232605,0.024139,0.0233417,0.0233728,0.0789403,1.93293,5.74477,8.75619,10.6901,11.8866,12.5451,12.6848,12.3477,11.5866,10.1516,7.93393,4.4563,0.803668,0.0475492,0.0267375,0.0241127,0.0259274
20/08/13 ,0.0276238,0.0239891,0.0240147,0.0238643,0.0223528,0.0232728,0.0812645,1.91567,5.76912,8.86186,10.8467,12.0638,12.699,12.7868,12.4073,11.5039,10.3687,8.05009,4.39602,0.719664,0.0465535,0.0250667,0.024431,0.0242389
21/08/13 ,0.0241671,0.0246614,0.0230615,0.0239454,0.0232892,0.0246648,0.0703307,1.88337,5.78124,8.75697,10.6791,11.9013,12.5829,12.6866,12.3324,11.42,9.83428,7.48304,3.93674,0.62075,0.042963,0.0231956,0.0243294,0.0242237
22/08/13 ,0.0237891,0.0233786,0.0228452,0.0238824,0.0233921,0.0230529,0.0815928,1.91328,5.67195,8.72855,10.8717,12.1213,12.8581,12.9769,12.6445,11.7999,10.2256,7.97789,4.41489,0.726856,0.0423134,0.0233457,0.0233738,0.0237378
23/08/13 ,0.0233766,0.0235506,0.0240448,0.0236487,0.0233511,0.0239122,0.0717763,2.01643,6.01676,9.12191,11.0211,12.3954,13.0709,13.1336,12.73,11.8618,10.5007,8.19915,4.62238,0.712983,0.040692,0.0237278,0.0231228,0.0231293
24/08/13 ,0.0232988,0.0247818,0.0228294,0.0236601,0.0232402,0.0240314,0.0622419,2.05275,6.35729,9.59439,11.5718,12.7077,13.3711,13.5028,13.2161,12.476,11.0104,8.75746,5.05163,0.746739,0.0384016,0.023534,0.0239671,0.023437
25/08/13 ,0.0231265,0.0241337,0.0234011,0.0230789,0.0236505,0.0235952,0.0543679,1.95987,6.17546,9.31056,11.2222,12.4075,13.007,13.0473,12.7179,11.9487,10.536,8.18655,4.53149,0.668377,0.0391892,0.0233402,0.0238462,0.0239296
26/08/13 ,0.0234426,0.0239198,0.0239714,0.0234835,0.0239593,0.0230207,0.0118394,0.0,0.0,2.76004,10.8252,12.0223,12.6893,12.8103,12.4503,11.6225,10.0746,7.8591,4.3235,0.592712,0.0356699,0.0231398,0.0241938,0.0235022
27/08/13 ,0.0223146,0.0234162,0.0237817,0.0233484,0.0237624,0.02293,0.0510536,1.96835,6.15851,9.36223,11.2483,12.4485,13.0362,13.1823,12.8482,11.9279,10.4613,8.27561,4.64165,0.625876,0.0330851,0.0232884,0.0238701,0.023778
